timestamp,회사명,제목,링크,경력,학력,고용형태,연봉정보,지역,직무분야,마감일
"2024-12-14 03:34:48,373",야놀자,야놀자 게임 서버 개발자 채용,https://careers.example.com/야놀자/43278,경력무관,석사이상,파견직,"3,752만원 ~ 12,883만원",서울 마포구,"Rust, WebAssembly",2025-01-12
"2024-12-14 03:34:48,574",무신사,무신사 클라우드 엔지니어 채용,https://careers.example.com/무신사/14089,신입·경력,초대졸이상,인턴,"3,593만원 ~ 12,053만원",부산 해운대구,"JavaScript, React, Node.js",2025-01-08
"2024-12-14 03:34:48,343",토스,토스 iOS 개발자 채용,https://careers.example.com/토스/14745,전문연구요원,대졸이상,정규직,"7,343만원 ~ 10,987만원",경기 분당구,"Python, Django, AWS",2024-12-29
"2024-12-14 03:34:48,022",라인플러스,라인플러스 프론트엔드 개발자 채용,https://careers.example.com/라인플러스/13428,경력,대졸이상,정규직,"4,817만원 ~ 9,959만원",서울 강남구,"Swift, iOS, Objective-C",2025-01-10
"2024-12-14 03:34:48,776",야놀자,야놀자 머신러닝 엔지니어 채용,https://careers.example.com/야놀자/29682,경력,학력무관,계약직,"7,498만원 ~ 10,365만원",경기 판교,"JavaScript, React, Node.js",2024-12-29
"2024-12-14 03:34:48,262",여기어때,여기어때 게임 서버 개발자 채용,https://careers.example.com/여기어때/15278,경력무관,대졸이상,파견직,"6,412만원 ~ 12,707만원",인천 연수구,"JavaScript, Vue.js, TypeScript",2025-01-12
"2024-12-14 03:34:48,013",무신사,무신사 시스템 엔지니어 채용,https://careers.example.com/무신사/23701,신입,고졸이상,인턴,"4,126만원 ~ 13,636만원",인천 연수구,"Rust, WebAssembly",2024-12-23
"2024-12-14 03:34:48,012",네이버,네이버 프론트엔드 개발자 채용,https://careers.example.com/네이버/98387,신입·경력,고졸이상,계약직,"3,891만원 ~ 10,095만원",서울 서초구,"Java, Spring, MySQL",2024-12-23
"2024-12-14 03:34:48,316",버킷플레이스,버킷플레이스 게임 서버 개발자 채용,https://careers.example.com/버킷플레이스/98009,인턴,석사이상,인턴,"6,698만원 ~ 11,915만원",제주 제주시,"Swift, iOS, Objective-C",2024-12-24
"2024-12-14 03:34:49,741",비바리퍼블리카,비바리퍼블리카 풀스택 개발자 채용,https://careers.example.com/비바리퍼블리카/40892,신입,대졸이상,인턴,"5,725만원 ~ 11,472만원",인천 연수구,"Java, Spring, MySQL",2025-01-07
"2024-12-14 03:34:49,404",스마일게이트,스마일게이트 클라우드 엔지니어 채용,https://careers.example.com/스마일게이트/38374,인턴,학력무관,프리랜서,"3,815만원 ~ 9,100만원",서울 성동구,"Java, Spring, MySQL",2024-12-29
"2024-12-14 03:34:49,390",브랜디,브랜디 백엔드 개발자 채용,https://careers.example.com/브랜디/51377,신입,고졸이상,계약직,"7,676만원 ~ 10,594만원",부산 해운대구,"Scala, Akka, Kafka",2024-12-22
"2024-12-14 03:34:49,638",SK플래닛,SK플래닛 게임 서버 개발자 채용,https://careers.example.com/sk플래닛/23317,신입,고졸이상,파견직,"3,815만원 ~ 13,393만원",인천 연수구,"JavaScript, Vue.js, TypeScript",2025-01-05
"2024-12-14 03:34:49,584",카카오,카카오 시스템 엔지니어 채용,https://careers.example.com/카카오/93703,경력무관,석사이상,파견직,"6,108만원 ~ 10,166만원",경기 분당구,"JavaScript, React, Node.js",2025-01-12
"2024-12-14 03:34:49,068",비바리퍼블리카,비바리퍼블리카 DevOps 엔지니어 채용,https://careers.example.com/비바리퍼블리카/45232,전문연구요원,고졸이상,파견직,"6,032만원 ~ 10,855만원",광주 북구,"Scala, Akka, Kafka",2024-12-22
"2024-12-14 03:34:49,314",우아한형제들,우아한형제들 iOS 개발자 채용,https://careers.example.com/우아한형제들/98532,경력무관,대졸이상,계약직,"7,361만원 ~ 11,075만원",서울 송파구,"Swift, iOS, Objective-C",2024-12-31
"2024-12-14 03:34:49,360",넥슨,넥슨 풀스택 개발자 채용,https://careers.example.com/넥슨/40167,신입·경력,석사이상,정규직,"6,490만원 ~ 13,786만원",서울 성동구,"Rust, WebAssembly",2025-01-07
"2024-12-14 03:34:49,076",마켓컬리,마켓컬리 게임 서버 개발자 채용,https://careers.example.com/마켓컬리/75017,경력,고졸이상,정규직,"5,379만원 ~ 14,057만원",대전 유성구,"Rust, WebAssembly",2025-01-02
"2024-12-14 03:34:49,294",빅히트엔터테인먼트,빅히트엔터테인먼트 프론트엔드 개발자 채용,https://careers.example.com/빅히트엔터테인먼트/50446,경력무관,초대졸이상,인턴,"3,718만원 ~ 10,349만원",제주 제주시,"JavaScript, Vue.js, TypeScript",2024-12-28
"2024-12-14 03:34:49,660",두나무,두나무 iOS 개발자 채용,https://careers.example.com/두나무/96284,신입·경력,박사이상,파견직,"5,690만원 ~ 9,012만원",대전 유성구,"Go, Docker, Kubernetes",2025-01-01
"2024-12-14 03:34:49,505",라인플러스,라인플러스 DevOps 엔지니어 채용,https://careers.example.com/라인플러스/61916,신입·경력,고졸이상,프리랜서,"6,028만원 ~ 11,667만원",서울 송파구,"Python, TensorFlow, PyTorch",2024-12-28
"2024-12-14 03:34:49,687",그린랩스,그린랩스 머신러닝 엔지니어 채용,https://careers.example.com/그린랩스/32273,신입,대졸이상,계약직,"7,136만원 ~ 12,744만원",서울 마포구,"Kotlin, Android, Firebase",2025-01-14
"2024-12-14 03:34:49,770",버킷플레이스,버킷플레이스 보안 엔지니어 채용,https://careers.example.com/버킷플레이스/67685,신입·경력,박사이상,정규직,"5,760만원 ~ 8,566만원",경기 판교,"Python, TensorFlow, PyTorch",2025-01-07
"2024-12-14 03:34:49,122",당근마켓,당근마켓 풀스택 개발자 채용,https://careers.example.com/당근마켓/63732,경력무관,대졸이상,파견직,"6,414만원 ~ 14,307만원",서울 성동구,"Java, Spring, MySQL",2024-12-26
"2024-12-14 03:34:49,100",넥슨,넥슨 시스템 엔지니어 채용,https://careers.example.com/넥슨/65793,신입·경력,고졸이상,파견직,"7,686만원 ~ 9,213만원",인천 연수구,"Python, Django, AWS",2024-12-23
"2024-12-14 03:34:49,658",쿠팡,쿠팡 게임 클라이언트 개발자 채용,https://careers.example.com/쿠팡/60576,전문연구요원,학력무관,정규직,"6,662만원 ~ 11,214만원",서울 마포구,"Scala, Akka, Kafka",2025-01-03
"2024-12-14 03:34:49,512",무신사,무신사 블록체인 개발자 채용,https://careers.example.com/무신사/59912,전문연구요원,대졸이상,계약직,"7,891만원 ~ 11,569만원",인천 연수구,"Scala, Akka, Kafka",2025-01-01
"2024-12-14 03:34:49,616",토스,토스 데이터 엔지니어 채용,https://careers.example.com/토스/95207,신입,학력무관,인턴,"3,637만원 ~ 10,835만원",서울 마포구,"JavaScript, Vue.js, TypeScript",2025-01-07
"2024-12-14 03:34:49,999",라인플러스,라인플러스 데이터 엔지니어 채용,https://careers.example.com/라인플러스/94281,경력무관,대졸이상,인턴,"4,590만원 ~ 12,317만원",경기 판교,"Scala, Akka, Kafka",2024-12-25
"2024-12-14 03:34:49,270",스마일게이트,스마일게이트 블록체인 개발자 채용,https://careers.example.com/스마일게이트/61489,인턴,초대졸이상,인턴,"4,874만원 ~ 10,466만원",광주 북구,"Python, Django, AWS",2024-12-24
"2024-12-14 03:34:49,186",마켓컬리,마켓컬리 iOS 개발자 채용,https://careers.example.com/마켓컬리/62529,경력,석사이상,프리랜서,"6,173만원 ~ 13,241만원",대전 유성구,"Python, Django, AWS",2025-01-11
"2024-12-14 03:34:49,158",마이리얼트립,마이리얼트립 데이터 엔지니어 채용,https://careers.example.com/마이리얼트립/83471,신입·경력,초대졸이상,정규직,"7,898만원 ~ 13,219만원",대전 유성구,"JavaScript, React, Node.js",2025-01-04
"2024-12-14 03:34:49,387",그린랩스,그린랩스 게임 클라이언트 개발자 채용,https://careers.example.com/그린랩스/69397,경력,석사이상,프리랜서,"4,800만원 ~ 9,023만원",광주 북구,"Scala, Akka, Kafka",2025-01-09
"2024-12-14 03:34:49,609",왓챠,왓챠 안드로이드 개발자 채용,https://careers.example.com/왓챠/95958,인턴,석사이상,계약직,"4,526만원 ~ 8,559만원",경기 분당구,"Scala, Akka, Kafka",2025-01-09
"2024-12-14 03:34:49,537",야놀자,야놀자 DevOps 엔지니어 채용,https://careers.example.com/야놀자/46905,신입·경력,박사이상,인턴,"4,068만원 ~ 13,849만원",서울 강남구,"JavaScript, React, Node.js",2025-01-07
"2024-12-14 03:34:49,956",무신사,무신사 iOS 개발자 채용,https://careers.example.com/무신사/24222,경력,석사이상,정규직,"5,901만원 ~ 9,726만원",부산 해운대구,"Python, TensorFlow, PyTorch",2024-12-29
"2024-12-14 03:34:49,403",데브시스터즈,데브시스터즈 DevOps 엔지니어 채용,https://careers.example.com/데브시스터즈/76253,전문연구요원,대졸이상,프리랜서,"5,263만원 ~ 14,853만원",서울 송파구,"Python, Django, AWS",2024-12-28
"2024-12-14 03:34:49,487",두나무,두나무 iOS 개발자 채용,https://careers.example.com/두나무/14377,신입·경력,박사이상,파견직,"6,156만원 ~ 8,648만원",서울 강남구,"Swift, iOS, Objective-C",2025-01-03
"2024-12-14 03:34:49,082",넥슨,넥슨 시스템 엔지니어 채용,https://careers.example.com/넥슨/78058,신입,대졸이상,프리랜서,"7,746만원 ~ 11,113만원",서울 성동구,"Scala, Akka, Kafka",2024-12-22
"2024-12-14 03:34:49,995",라인플러스,라인플러스 보안 엔지니어 채용,https://careers.example.com/라인플러스/35035,신입,대졸이상,파견직,"3,880만원 ~ 11,409만원",서울 마포구,"JavaScript, React, Node.js",2024-12-26
"2024-12-14 03:34:49,868",그린랩스,그린랩스 DevOps 엔지니어 채용,https://careers.example.com/그린랩스/37688,전문연구요원,학력무관,계약직,"4,915만원 ~ 12,962만원",서울 마포구,"Python, Django, AWS",2025-01-10
"2024-12-14 03:34:49,585",직방,직방 풀스택 개발자 채용,https://careers.example.com/직방/44440,경력,학력무관,프리랜서,"6,392만원 ~ 13,114만원",경기 성남시,"Go, Docker, Kubernetes",2024-12-23
"2024-12-14 03:34:49,695",펄어비스,펄어비스 QA 엔지니어 채용,https://careers.example.com/펄어비스/97379,경력무관,대졸이상,프리랜서,"6,724만원 ~ 13,859만원",부산 해운대구,"JavaScript, Vue.js, TypeScript",2025-01-09
"2024-12-14 03:34:49,821",드라마앤컴퍼니,드라마앤컴퍼니 보안 엔지니어 채용,https://careers.example.com/드라마앤컴퍼니/21622,신입,고졸이상,파견직,"3,661만원 ~ 9,187만원",인천 연수구,"JavaScript, React, Node.js",2024-12-29
"2024-12-14 03:34:49,646",NHN,NHN DevOps 엔지니어 채용,https://careers.example.com/nhn/71759,인턴,대졸이상,계약직,"7,179만원 ~ 13,262만원",경기 성남시,"JavaScript, Vue.js, TypeScript",2025-01-06
"2024-12-14 03:34:49,094",야놀자,야놀자 백엔드 개발자 채용,https://careers.example.com/야놀자/95724,전문연구요원,학력무관,프리랜서,"7,774만원 ~ 11,606만원",서울 서초구,"Go, Docker, Kubernetes",2025-01-03
"2024-12-14 03:34:49,785",무신사,무신사 게임 클라이언트 개발자 채용,https://careers.example.com/무신사/72495,인턴,대졸이상,계약직,"3,768만원 ~ 11,431만원",서울 마포구,"C++, Unreal Engine",2024-12-28
"2024-12-14 03:34:49,982",빅히트엔터테인먼트,빅히트엔터테인먼트 머신러닝 엔지니어 채용,https://careers.example.com/빅히트엔터테인먼트/73804,경력무관,대졸이상,프리랜서,"7,040만원 ~ 11,379만원",제주 제주시,"Swift, iOS, Objective-C",2025-01-14
"2024-12-14 03:34:49,786",토스,토스 게임 서버 개발자 채용,https://careers.example.com/토스/73841,신입,초대졸이상,프리랜서,"5,315만원 ~ 8,662만원",대전 유성구,"Kotlin, Android, Firebase",2025-01-05
"2024-12-14 03:34:49,144",브랜디,브랜디 iOS 개발자 채용,https://careers.example.com/브랜디/21208,신입·경력,초대졸이상,정규직,"4,251만원 ~ 10,353만원",서울 강남구,"C++, Unreal Engine",2024-12-31
"2024-12-14 03:34:49,858",우아한형제들,우아한형제들 블록체인 개발자 채용,https://careers.example.com/우아한형제들/60032,인턴,대졸이상,파견직,"6,159만원 ~ 14,538만원",광주 북구,"Scala, Akka, Kafka",2025-01-02
"2024-12-14 03:34:49,899",마켓컬리,마켓컬리 QA 엔지니어 채용,https://careers.example.com/마켓컬리/65025,신입·경력,초대졸이상,프리랜서,"7,492만원 ~ 8,719만원",서울 송파구,"Python, Django, AWS",2025-01-05
"2024-12-14 03:34:49,953",스마일게이트,스마일게이트 안드로이드 개발자 채용,https://careers.example.com/스마일게이트/53034,경력,고졸이상,인턴,"5,116만원 ~ 13,458만원",경기 분당구,"JavaScript, Vue.js, TypeScript",2025-01-09
"2024-12-14 03:34:49,767",크래프톤,크래프톤 프론트엔드 개발자 채용,https://careers.example.com/크래프톤/71415,전문연구요원,고졸이상,파견직,"6,912만원 ~ 11,920만원",서울 성동구,"C++, Unreal Engine",2025-01-05
"2024-12-14 03:34:49,437",째깍악어,째깍악어 iOS 개발자 채용,https://careers.example.com/째깍악어/53296,인턴,초대졸이상,프리랜서,"4,452만원 ~ 9,670만원",서울 송파구,"JavaScript, Vue.js, TypeScript",2024-12-31
"2024-12-14 03:34:49,424",SK플래닛,SK플래닛 프론트엔드 개발자 채용,https://careers.example.com/sk플래닛/69761,신입,박사이상,프리랜서,"7,115만원 ~ 9,726만원",서울 마포구,"Go, Docker, Kubernetes",2025-01-06
"2024-12-14 03:34:49,254",브랜디,브랜디 안드로이드 개발자 채용,https://careers.example.com/브랜디/23100,경력,고졸이상,인턴,"6,444만원 ~ 11,909만원",대전 유성구,"Ruby, Rails, PostgreSQL",2024-12-30
"2024-12-14 03:34:49,603",펄어비스,펄어비스 클라우드 엔지니어 채용,https://careers.example.com/펄어비스/15013,경력,초대졸이상,인턴,"3,958만원 ~ 11,985만원",서울 성동구,"Python, Django, AWS",2025-01-06
"2024-12-14 03:34:49,851",네이버,네이버 프론트엔드 개발자 채용,https://careers.example.com/네이버/84971,신입·경력,학력무관,계약직,"7,992만원 ~ 12,302만원",서울 서초구,"Ruby, Rails, PostgreSQL",2024-12-25
"2024-12-14 03:34:49,885",왓챠,왓챠 백엔드 개발자 채용,https://careers.example.com/왓챠/58593,인턴,고졸이상,파견직,"6,216만원 ~ 9,025만원",경기 판교,"Ruby, Rails, PostgreSQL",2025-01-09
"2024-12-14 03:34:49,737",SK플래닛,SK플래닛 보안 엔지니어 채용,https://careers.example.com/sk플래닛/11017,전문연구요원,대졸이상,계약직,"5,023만원 ~ 10,613만원",광주 북구,"Scala, Akka, Kafka",2025-01-02
"2024-12-14 03:34:49,524",직방,직방 QA 엔지니어 채용,https://careers.example.com/직방/69078,인턴,초대졸이상,인턴,"7,619만원 ~ 11,049만원",부산 해운대구,"JavaScript, Vue.js, TypeScript",2024-12-24
"2024-12-14 03:34:49,015",여기어때,여기어때 프론트엔드 개발자 채용,https://careers.example.com/여기어때/76113,전문연구요원,고졸이상,프리랜서,"6,594만원 ~ 9,809만원",대전 유성구,"Python, TensorFlow, PyTorch",2024-12-28
"2024-12-14 03:34:49,352",NHN,NHN 데이터 엔지니어 채용,https://careers.example.com/nhn/54731,전문연구요원,고졸이상,파견직,"6,029만원 ~ 9,566만원",서울 성동구,"Python, Django, AWS",2025-01-09
"2024-12-14 03:34:49,763",넥슨,넥슨 게임 서버 개발자 채용,https://careers.example.com/넥슨/39022,신입·경력,초대졸이상,파견직,"7,121만원 ~ 12,546만원",제주 제주시,"JavaScript, Vue.js, TypeScript",2025-01-04
"2024-12-14 03:34:49,148",라인플러스,라인플러스 게임 클라이언트 개발자 채용,https://careers.example.com/라인플러스/86772,전문연구요원,고졸이상,인턴,"5,138만원 ~ 14,677만원",서울 송파구,"JavaScript, React, Node.js",2025-01-02
"2024-12-14 03:34:49,511",마이리얼트립,마이리얼트립 게임 서버 개발자 채용,https://careers.example.com/마이리얼트립/28330,전문연구요원,박사이상,계약직,"6,084만원 ~ 8,843만원",광주 북구,"Go, Docker, Kubernetes",2025-01-06
"2024-12-14 03:34:49,002",토스,토스 iOS 개발자 채용,https://careers.example.com/토스/65139,인턴,초대졸이상,정규직,"3,856만원 ~ 9,861만원",경기 성남시,"Scala, Akka, Kafka",2024-12-22
"2024-12-14 03:34:49,382",쿠팡,쿠팡 프론트엔드 개발자 채용,https://careers.example.com/쿠팡/82239,신입,박사이상,프리랜서,"6,107만원 ~ 10,018만원",경기 분당구,"Swift, iOS, Objective-C",2024-12-24
"2024-12-14 03:34:50,617",펄어비스,펄어비스 게임 서버 개발자 채용,https://careers.example.com/펄어비스/34798,인턴,석사이상,인턴,"3,646만원 ~ 9,317만원",광주 북구,"Python, TensorFlow, PyTorch",2024-12-23
"2024-12-14 03:34:50,303",NHN,NHN 프론트엔드 개발자 채용,https://careers.example.com/nhn/18812,신입·경력,박사이상,파견직,"5,547만원 ~ 13,005만원",서울 성동구,"Kotlin, Android, Firebase",2025-01-08
"2024-12-14 03:34:50,735",왓챠,왓챠 시스템 엔지니어 채용,https://careers.example.com/왓챠/91963,신입·경력,학력무관,인턴,"4,449만원 ~ 13,326만원",서울 강남구,"Python, TensorFlow, PyTorch",2025-01-12
"2024-12-14 03:34:50,213",빅히트엔터테인먼트,빅히트엔터테인먼트 시스템 엔지니어 채용,https://careers.example.com/빅히트엔터테인먼트/86594,경력,학력무관,파견직,"7,443만원 ~ 14,584만원",광주 북구,"Scala, Akka, Kafka",2025-01-09
"2024-12-14 03:34:50,822",야놀자,야놀자 보안 엔지니어 채용,https://careers.example.com/야놀자/47715,인턴,박사이상,계약직,"7,259만원 ~ 12,142만원",부산 해운대구,"JavaScript, Vue.js, TypeScript",2025-01-14
"2024-12-14 03:34:50,184",넥슨,넥슨 시스템 엔지니어 채용,https://careers.example.com/넥슨/67873,신입·경력,학력무관,파견직,"6,091만원 ~ 13,486만원",대전 유성구,"Python, Django, AWS",2024-12-30
"2024-12-14 03:34:50,692",스마일게이트,스마일게이트 QA 엔지니어 채용,https://careers.example.com/스마일게이트/12522,인턴,학력무관,프리랜서,"7,072만원 ~ 12,535만원",광주 북구,"Python, TensorFlow, PyTorch",2024-12-25
"2024-12-14 03:34:50,662",펄어비스,펄어비스 시스템 엔지니어 채용,https://careers.example.com/펄어비스/17477,신입,초대졸이상,파견직,"6,536만원 ~ 14,743만원",서울 서초구,"Rust, WebAssembly",2024-12-22
"2024-12-14 03:34:50,923",라인플러스,라인플러스 클라우드 엔지니어 채용,https://careers.example.com/라인플러스/31905,인턴,석사이상,정규직,"6,704만원 ~ 8,910만원",인천 연수구,"Rust, WebAssembly",2025-01-11
"2024-12-14 03:34:50,926",빅히트엔터테인먼트,빅히트엔터테인먼트 데이터 엔지니어 채용,https://careers.example.com/빅히트엔터테인먼트/12291,신입·경력,학력무관,프리랜서,"3,841만원 ~ 10,821만원",서울 송파구,"Kotlin, Android, Firebase",2025-01-12
"2024-12-14 03:34:50,677",쿠팡,쿠팡 보안 엔지니어 채용,https://careers.example.com/쿠팡/47333,신입,박사이상,파견직,"6,471만원 ~ 13,390만원",서울 성동구,"Kotlin, Android, Firebase",2025-01-10
"2024-12-14 03:34:50,451",야놀자,야놀자 QA 엔지니어 채용,https://careers.example.com/야놀자/23915,경력,석사이상,계약직,"4,621만원 ~ 11,832만원",경기 성남시,"JavaScript, React, Node.js",2024-12-30
"2024-12-14 03:34:50,191",무신사,무신사 게임 서버 개발자 채용,https://careers.example.com/무신사/14278,전문연구요원,학력무관,파견직,"6,049만원 ~ 11,910만원",경기 판교,"JavaScript, React, Node.js",2024-12-29
"2024-12-14 03:34:50,685",비바리퍼블리카,비바리퍼블리카 데이터 엔지니어 채용,https://careers.example.com/비바리퍼블리카/75614,경력무관,학력무관,계약직,"3,927만원 ~ 14,156만원",제주 제주시,"Go, Docker, Kubernetes",2025-01-01
"2024-12-14 03:34:50,173",버킷플레이스,버킷플레이스 보안 엔지니어 채용,https://careers.example.com/버킷플레이스/66696,경력,박사이상,정규직,"6,122만원 ~ 10,513만원",부산 해운대구,"Rust, WebAssembly",2024-12-28
"2024-12-14 03:34:50,881",SK플래닛,SK플래닛 iOS 개발자 채용,https://careers.example.com/sk플래닛/26674,인턴,초대졸이상,프리랜서,"4,681만원 ~ 13,657만원",경기 판교,"Scala, Akka, Kafka",2025-01-08
"2024-12-14 03:34:50,742",네이버,네이버 클라우드 엔지니어 채용,https://careers.example.com/네이버/71149,전문연구요원,석사이상,파견직,"7,170만원 ~ 9,427만원",광주 북구,"Python, Django, AWS",2025-01-01
"2024-12-14 03:34:50,026",비바리퍼블리카,비바리퍼블리카 머신러닝 엔지니어 채용,https://careers.example.com/비바리퍼블리카/88649,신입·경력,초대졸이상,인턴,"7,731만원 ~ 11,311만원",서울 성동구,"Swift, iOS, Objective-C",2025-01-11
"2024-12-14 03:34:50,041",넥슨,넥슨 QA 엔지니어 채용,https://careers.example.com/넥슨/81456,전문연구요원,초대졸이상,정규직,"7,028만원 ~ 11,589만원",인천 연수구,"C++, Unreal Engine",2024-12-27
"2024-12-14 03:34:50,456",드라마앤컴퍼니,드라마앤컴퍼니 풀스택 개발자 채용,https://careers.example.com/드라마앤컴퍼니/82419,경력무관,박사이상,정규직,"7,083만원 ~ 14,826만원",부산 해운대구,"Scala, Akka, Kafka",2025-01-02
"2024-12-14 03:34:50,762",마이리얼트립,마이리얼트립 데이터 엔지니어 채용,https://careers.example.com/마이리얼트립/11831,신입·경력,학력무관,정규직,"4,047만원 ~ 10,996만원",경기 성남시,"Scala, Akka, Kafka",2025-01-08
"2024-12-14 03:34:50,383",스마일게이트,스마일게이트 백엔드 개발자 채용,https://careers.example.com/스마일게이트/31468,신입,석사이상,인턴,"3,933만원 ~ 12,059만원",제주 제주시,"Scala, Akka, Kafka",2025-01-02
"2024-12-14 03:34:50,945",NHN,NHN 블록체인 개발자 채용,https://careers.example.com/nhn/75724,전문연구요원,석사이상,프리랜서,"3,578만원 ~ 12,273만원",서울 성동구,"JavaScript, Vue.js, TypeScript",2025-01-02
"2024-12-14 03:34:50,771",크래프톤,크래프톤 게임 서버 개발자 채용,https://careers.example.com/크래프톤/23379,경력,박사이상,계약직,"7,438만원 ~ 10,163만원",서울 서초구,"Scala, Akka, Kafka",2024-12-25
"2024-12-14 03:34:50,634",브랜디,브랜디 머신러닝 엔지니어 채용,https://careers.example.com/브랜디/41097,경력무관,학력무관,계약직,"7,092만원 ~ 12,849만원",부산 해운대구,"Rust, WebAssembly",2024-12-22
"2024-12-14 03:34:50,434",무신사,무신사 보안 엔지니어 채용,https://careers.example.com/무신사/66240,인턴,초대졸이상,정규직,"7,316만원 ~ 13,150만원",경기 성남시,"JavaScript, React, Node.js",2025-01-14
"2024-12-14 03:34:50,646",라인플러스,라인플러스 시스템 엔지니어 채용,https://careers.example.com/라인플러스/39508,경력,대졸이상,파견직,"7,003만원 ~ 13,759만원",서울 서초구,"Rust, WebAssembly",2024-12-23
"2024-12-14 03:34:50,998",째깍악어,째깍악어 머신러닝 엔지니어 채용,https://careers.example.com/째깍악어/52363,경력,학력무관,프리랜서,"4,211만원 ~ 11,363만원",대전 유성구,"Scala, Akka, Kafka",2025-01-12
"2024-12-14 03:34:50,637",데브시스터즈,데브시스터즈 게임 서버 개발자 채용,https://careers.example.com/데브시스터즈/51100,인턴,고졸이상,파견직,"4,763만원 ~ 8,532만원",서울 마포구,"Python, TensorFlow, PyTorch",2025-01-03
"2024-12-14 03:34:50,580",우아한형제들,우아한형제들 iOS 개발자 채용,https://careers.example.com/우아한형제들/44088,인턴,초대졸이상,계약직,"7,348만원 ~ 11,052만원",인천 연수구,"Kotlin, Android, Firebase",2024-12-28
"2024-12-14 03:34:50,096",두나무,두나무 QA 엔지니어 채용,https://careers.example.com/두나무/73993,인턴,고졸이상,프리랜서,"4,350만원 ~ 12,209만원",인천 연수구,"C++, Unreal Engine",2025-01-11
"2024-12-14 03:34:50,595",직방,직방 게임 서버 개발자 채용,https://careers.example.com/직방/32988,경력무관,초대졸이상,정규직,"6,344만원 ~ 13,084만원",서울 강남구,"Kotlin, Android, Firebase",2024-12-30
"2024-12-14 03:34:50,406",여기어때,여기어때 데이터 엔지니어 채용,https://careers.example.com/여기어때/56359,신입·경력,초대졸이상,계약직,"4,644만원 ~ 14,678만원",서울 서초구,"Scala, Akka, Kafka",2024-12-26
"2024-12-14 03:34:50,635",비바리퍼블리카,비바리퍼블리카 DevOps 엔지니어 채용,https://careers.example.com/비바리퍼블리카/79021,인턴,초대졸이상,파견직,"5,694만원 ~ 12,301만원",서울 마포구,"Kotlin, Android, Firebase",2024-12-22
"2024-12-14 03:34:50,216",마켓컬리,마켓컬리 백엔드 개발자 채용,https://careers.example.com/마켓컬리/91016,신입,석사이상,인턴,"4,603만원 ~ 11,166만원",인천 연수구,"Python, Django, AWS",2025-01-02
"2024-12-14 03:34:50,892",쿠팡,쿠팡 시스템 엔지니어 채용,https://careers.example.com/쿠팡/76649,경력무관,대졸이상,파견직,"7,162만원 ~ 13,084만원",경기 성남시,"Python, Django, AWS",2024-12-22
"2024-12-14 03:34:50,850",카카오,카카오 iOS 개발자 채용,https://careers.example.com/카카오/29499,신입·경력,고졸이상,인턴,"7,425만원 ~ 11,261만원",대전 유성구,"Python, TensorFlow, PyTorch",2025-01-06
"2024-12-14 03:34:50,459",NHN,NHN 프론트엔드 개발자 채용,https://careers.example.com/nhn/74055,신입,박사이상,파견직,"7,077만원 ~ 12,433만원",제주 제주시,"Go, Docker, Kubernetes",2025-01-11
"2024-12-14 03:34:50,741",우아한형제들,우아한형제들 백엔드 개발자 채용,https://careers.example.com/우아한형제들/10213,경력무관,박사이상,프리랜서,"7,831만원 ~ 13,729만원",광주 북구,"JavaScript, Vue.js, TypeScript",2025-01-08
"2024-12-14 03:34:50,285",야놀자,야놀자 데이터 엔지니어 채용,https://careers.example.com/야놀자/61101,전문연구요원,학력무관,계약직,"3,558만원 ~ 14,307만원",대전 유성구,"C++, Unreal Engine",2025-01-11
"2024-12-14 03:34:50,169",마이리얼트립,마이리얼트립 데이터 엔지니어 채용,https://careers.example.com/마이리얼트립/26433,신입·경력,고졸이상,인턴,"4,201만원 ~ 11,357만원",서울 송파구,"Python, Django, AWS",2025-01-14
"2024-12-14 03:34:50,406",데브시스터즈,데브시스터즈 게임 클라이언트 개발자 채용,https://careers.example.com/데브시스터즈/37608,전문연구요원,초대졸이상,계약직,"6,136만원 ~ 14,143만원",서울 성동구,"Kotlin, Android, Firebase",2025-01-14
"2024-12-14 03:34:50,382",카카오,카카오 머신러닝 엔지니어 채용,https://careers.example.com/카카오/47742,경력,초대졸이상,계약직,"4,481만원 ~ 12,347만원",서울 마포구,"Swift, iOS, Objective-C",2024-12-31
"2024-12-14 03:34:50,333",드라마앤컴퍼니,드라마앤컴퍼니 게임 서버 개발자 채용,https://careers.example.com/드라마앤컴퍼니/85078,신입,초대졸이상,인턴,"6,641만원 ~ 13,177만원",광주 북구,"Python, Django, AWS",2025-01-11
"2024-12-14 03:34:50,732",토스,토스 iOS 개발자 채용,https://careers.example.com/토스/12256,전문연구요원,고졸이상,인턴,"5,078만원 ~ 12,280만원",서울 성동구,"Kotlin, Android, Firebase",2024-12-23
"2024-12-14 03:34:50,577",데브시스터즈,데브시스터즈 풀스택 개발자 채용,https://careers.example.com/데브시스터즈/28564,전문연구요원,석사이상,프리랜서,"7,600만원 ~ 14,827만원",경기 판교,"Ruby, Rails, PostgreSQL",2025-01-05
"2024-12-14 03:34:50,793",빅히트엔터테인먼트,빅히트엔터테인먼트 QA 엔지니어 채용,https://careers.example.com/빅히트엔터테인먼트/13851,신입,학력무관,인턴,"7,144만원 ~ 12,931만원",서울 강남구,"Ruby, Rails, PostgreSQL",2024-12-24
